id,date,country,store,product,num_sold
26911,2010-10-27,Canada,Discount Stickers,Kaggle,639.0
26912,2010-10-27,Canada,Discount Stickers,Kaggle Tiers,513.0
26913,2010-10-27,Canada,Discount Stickers,Kerneler,350.0
26914,2010-10-27,Canada,Discount Stickers,Kerneler Dark Mode,248.0
26915,2010-10-27,Canada,Stickers for Less,Holographic Goose,
26916,2010-10-27,Canada,Stickers for Less,Kaggle,1352.0
26917,2010-10-27,Canada,Stickers for Less,Kaggle Tiers,960.0
26918,2010-10-27,Canada,Stickers for Less,Kerneler,717.0
26919,2010-10-27,Canada,Stickers for Less,Kerneler Dark Mode,535.0
26920,2010-10-27,Canada,Premium Sticker Mart,Holographic Goose,225.0
26921,2010-10-27,Canada,Premium Sticker Mart,Kaggle,1552.0
26922,2010-10-27,Canada,Premium Sticker Mart,Kaggle Tiers,1163.0
26923,2010-10-27,Canada,Premium Sticker Mart,Kerneler,775.0
26924,2010-10-27,Canada,Premium Sticker Mart,Kerneler Dark Mode,610.0
26925,2010-10-27,Finland,Discount Stickers,Holographic Goose,98.0
26926,2010-10-27,Finland,Discount Stickers,Kaggle,594.0
26927,2010-10-27,Finland,Discount Stickers,Kaggle Tiers,493.0
26928,2010-10-27,Finland,Discount Stickers,Kerneler,309.0
26929,2010-10-27,Finland,Discount Stickers,Kerneler Dark Mode,267.0
26930,2010-10-27,Finland,Stickers for Less,Holographic Goose,184.0
26931,2010-10-27,Finland,Stickers for Less,Kaggle,1258.0
26932,2010-10-27,Finland,Stickers for Less,Kaggle Tiers,928.0
26933,2010-10-27,Finland,Stickers for Less,Kerneler,667.0
26934,2010-10-27,Finland,Stickers for Less,Kerneler Dark Mode,541.0
26935,2010-10-27,Finland,Premium Sticker Mart,Holographic Goose,216.0
26936,2010-10-27,Finland,Premium Sticker Mart,Kaggle,1418.0
26937,2010-10-27,Finland,Premium Sticker Mart,Kaggle Tiers,1048.0
26938,2010-10-27,Finland,Premium Sticker Mart,Kerneler,768.0
26939,2010-10-27,Finland,Premium Sticker Mart,Kerneler Dark Mode,702.0
26940,2010-10-27,Italy,Discount Stickers,Holographic Goose,76.0
26941,2010-10-27,Italy,Discount Stickers,Kaggle,487.0
26942,2010-10-27,Italy,Discount Stickers,Kaggle Tiers,367.0
26943,2010-10-27,Italy,Discount Stickers,Kerneler,254.0
26944,2010-10-27,Italy,Discount Stickers,Kerneler Dark Mode,211.0
26945,2010-10-27,Italy,Stickers for Less,Holographic Goose,135.0
26946,2010-10-27,Italy,Stickers for Less,Kaggle,944.0
26947,2010-10-27,Italy,Stickers for Less,Kaggle Tiers,705.0
26948,2010-10-27,Italy,Stickers for Less,Kerneler,503.0
26949,2010-10-27,Italy,Stickers for Less,Kerneler Dark Mode,412.0
26950,2010-10-27,Italy,Premium Sticker Mart,Holographic Goose,180.0
26951,2010-10-27,Italy,Premium Sticker Mart,Kaggle,1277.0
26952,2010-10-27,Italy,Premium Sticker Mart,Kaggle Tiers,989.0
26953,2010-10-27,Italy,Premium Sticker Mart,Kerneler,647.0
26954,2010-10-27,Italy,Premium Sticker Mart,Kerneler Dark Mode,551.0
26955,2010-10-27,Kenya,Discount Stickers,Holographic Goose,
26956,2010-10-27,Kenya,Discount Stickers,Kaggle,12.0
26957,2010-10-27,Kenya,Discount Stickers,Kaggle Tiers,9.0
26958,2010-10-27,Kenya,Discount Stickers,Kerneler,7.0
26959,2010-10-27,Kenya,Discount Stickers,Kerneler Dark Mode,6.0
26960,2010-10-27,Kenya,Stickers for Less,Holographic Goose,
26961,2010-10-27,Kenya,Stickers for Less,Kaggle,26.0
26962,2010-10-27,Kenya,Stickers for Less,Kaggle Tiers,19.0
26963,2010-10-27,Kenya,Stickers for Less,Kerneler,13.0
26964,2010-10-27,Kenya,Stickers for Less,Kerneler Dark Mode,12.0
26965,2010-10-27,Kenya,Premium Sticker Mart,Holographic Goose,
26966,2010-10-27,Kenya,Premium Sticker Mart,Kaggle,30.0
26967,2010-10-27,Kenya,Premium Sticker Mart,Kaggle Tiers,24.0
26968,2010-10-27,Kenya,Premium Sticker Mart,Kerneler,16.0
26969,2010-10-27,Kenya,Premium Sticker Mart,Kerneler Dark Mode,14.0
26970,2010-10-27,Norway,Discount Stickers,Holographic Goose,171.0
26971,2010-10-27,Norway,Discount Stickers,Kaggle,1155.0
26972,2010-10-27,Norway,Discount Stickers,Kaggle Tiers,878.0
26973,2010-10-27,Norway,Discount Stickers,Kerneler,580.0
26974,2010-10-27,Norway,Discount Stickers,Kerneler Dark Mode,537.0
26975,2010-10-27,Norway,Stickers for Less,Holographic Goose,365.0
26976,2010-10-27,Norway,Stickers for Less,Kaggle,2332.0
26977,2010-10-27,Norway,Stickers for Less,Kaggle Tiers,1917.0
26978,2010-10-27,Norway,Stickers for Less,Kerneler,1228.0
26979,2010-10-27,Norway,Stickers for Less,Kerneler Dark Mode,1112.0
26980,2010-10-27,Norway,Premium Sticker Mart,Holographic Goose,467.0
26981,2010-10-27,Norway,Premium Sticker Mart,Kaggle,2809.0
26982,2010-10-27,Norway,Premium Sticker Mart,Kaggle Tiers,2414.0
26983,2010-10-27,Norway,Premium Sticker Mart,Kerneler,1531.0
26984,2010-10-27,Norway,Premium Sticker Mart,Kerneler Dark Mode,1145.0
26985,2010-10-27,Singapore,Discount Stickers,Holographic Goose,101.0
26986,2010-10-27,Singapore,Discount Stickers,Kaggle,633.0
26987,2010-10-27,Singapore,Discount Stickers,Kaggle Tiers,505.0
26988,2010-10-27,Singapore,Discount Stickers,Kerneler,349.0
26989,2010-10-27,Singapore,Discount Stickers,Kerneler Dark Mode,260.0
26990,2010-10-27,Singapore,Stickers for Less,Holographic Goose,189.0
26991,2010-10-27,Singapore,Stickers for Less,Kaggle,1191.0
26992,2010-10-27,Singapore,Stickers for Less,Kaggle Tiers,972.0
26993,2010-10-27,Singapore,Stickers for Less,Kerneler,630.0
26994,2010-10-27,Singapore,Stickers for Less,Kerneler Dark Mode,577.0
26995,2010-10-27,Singapore,Premium Sticker Mart,Holographic Goose,226.0
26996,2010-10-27,Singapore,Premium Sticker Mart,Kaggle,1467.0
26997,2010-10-27,Singapore,Premium Sticker Mart,Kaggle Tiers,1214.0
26998,2010-10-27,Singapore,Premium Sticker Mart,Kerneler,819.0
26999,2010-10-27,Singapore,Premium Sticker Mart,Kerneler Dark Mode,689.0
27000,2010-10-28,Canada,Discount Stickers,Holographic Goose,
27001,2010-10-28,Canada,Discount Stickers,Kaggle,661.0
27002,2010-10-28,Canada,Discount Stickers,Kaggle Tiers,492.0
27003,2010-10-28,Canada,Discount Stickers,Kerneler,340.0
27004,2010-10-28,Canada,Discount Stickers,Kerneler Dark Mode,257.0
27005,2010-10-28,Canada,Stickers for Less,Holographic Goose,
27006,2010-10-28,Canada,Stickers for Less,Kaggle,1349.0
27007,2010-10-28,Canada,Stickers for Less,Kaggle Tiers,1041.0
27008,2010-10-28,Canada,Stickers for Less,Kerneler,625.0
27009,2010-10-28,Canada,Stickers for Less,Kerneler Dark Mode,557.0
27010,2010-10-28,Canada,Premium Sticker Mart,Holographic Goose,245.0
27011,2010-10-28,Canada,Premium Sticker Mart,Kaggle,1604.0
27012,2010-10-28,Canada,Premium Sticker Mart,Kaggle Tiers,1252.0
27013,2010-10-28,Canada,Premium Sticker Mart,Kerneler,797.0
27014,2010-10-28,Canada,Premium Sticker Mart,Kerneler Dark Mode,669.0
27015,2010-10-28,Finland,Discount Stickers,Holographic Goose,94.0
27016,2010-10-28,Finland,Discount Stickers,Kaggle,645.0
27017,2010-10-28,Finland,Discount Stickers,Kaggle Tiers,510.0
27018,2010-10-28,Finland,Discount Stickers,Kerneler,344.0
27019,2010-10-28,Finland,Discount Stickers,Kerneler Dark Mode,288.0
27020,2010-10-28,Finland,Stickers for Less,Holographic Goose,198.0
27021,2010-10-28,Finland,Stickers for Less,Kaggle,1327.0
27022,2010-10-28,Finland,Stickers for Less,Kaggle Tiers,1078.0
27023,2010-10-28,Finland,Stickers for Less,Kerneler,690.0
27024,2010-10-28,Finland,Stickers for Less,Kerneler Dark Mode,543.0
27025,2010-10-28,Finland,Premium Sticker Mart,Holographic Goose,227.0
27026,2010-10-28,Finland,Premium Sticker Mart,Kaggle,1454.0
27027,2010-10-28,Finland,Premium Sticker Mart,Kaggle Tiers,1220.0
27028,2010-10-28,Finland,Premium Sticker Mart,Kerneler,805.0
27029,2010-10-28,Finland,Premium Sticker Mart,Kerneler Dark Mode,635.0
27030,2010-10-28,Italy,Discount Stickers,Holographic Goose,75.0
27031,2010-10-28,Italy,Discount Stickers,Kaggle,451.0
27032,2010-10-28,Italy,Discount Stickers,Kaggle Tiers,391.0
27033,2010-10-28,Italy,Discount Stickers,Kerneler,266.0
27034,2010-10-28,Italy,Discount Stickers,Kerneler Dark Mode,208.0
27035,2010-10-28,Italy,Stickers for Less,Holographic Goose,147.0
27036,2010-10-28,Italy,Stickers for Less,Kaggle,972.0
27037,2010-10-28,Italy,Stickers for Less,Kaggle Tiers,771.0
27038,2010-10-28,Italy,Stickers for Less,Kerneler,491.0
27039,2010-10-28,Italy,Stickers for Less,Kerneler Dark Mode,467.0
27040,2010-10-28,Italy,Premium Sticker Mart,Holographic Goose,166.0
27041,2010-10-28,Italy,Premium Sticker Mart,Kaggle,1146.0
27042,2010-10-28,Italy,Premium Sticker Mart,Kaggle Tiers,989.0
27043,2010-10-28,Italy,Premium Sticker Mart,Kerneler,649.0
27044,2010-10-28,Italy,Premium Sticker Mart,Kerneler Dark Mode,466.0
27045,2010-10-28,Kenya,Discount Stickers,Holographic Goose,
27046,2010-10-28,Kenya,Discount Stickers,Kaggle,12.0
27047,2010-10-28,Kenya,Discount Stickers,Kaggle Tiers,10.0
27048,2010-10-28,Kenya,Discount Stickers,Kerneler,6.0
27049,2010-10-28,Kenya,Discount Stickers,Kerneler Dark Mode,5.0
27050,2010-10-28,Kenya,Stickers for Less,Holographic Goose,
27051,2010-10-28,Kenya,Stickers for Less,Kaggle,23.0
27052,2010-10-28,Kenya,Stickers for Less,Kaggle Tiers,19.0
27053,2010-10-28,Kenya,Stickers for Less,Kerneler,12.0
27054,2010-10-28,Kenya,Stickers for Less,Kerneler Dark Mode,11.0
27055,2010-10-28,Kenya,Premium Sticker Mart,Holographic Goose,
27056,2010-10-28,Kenya,Premium Sticker Mart,Kaggle,28.0
27057,2010-10-28,Kenya,Premium Sticker Mart,Kaggle Tiers,26.0
27058,2010-10-28,Kenya,Premium Sticker Mart,Kerneler,15.0
27059,2010-10-28,Kenya,Premium Sticker Mart,Kerneler Dark Mode,14.0
27060,2010-10-28,Norway,Discount Stickers,Holographic Goose,168.0
27061,2010-10-28,Norway,Discount Stickers,Kaggle,1131.0
27062,2010-10-28,Norway,Discount Stickers,Kaggle Tiers,866.0
27063,2010-10-28,Norway,Discount Stickers,Kerneler,571.0
27064,2010-10-28,Norway,Discount Stickers,Kerneler Dark Mode,516.0
27065,2010-10-28,Norway,Stickers for Less,Holographic Goose,346.0
27066,2010-10-28,Norway,Stickers for Less,Kaggle,2252.0
27067,2010-10-28,Norway,Stickers for Less,Kaggle Tiers,2026.0
27068,2010-10-28,Norway,Stickers for Less,Kerneler,1292.0
27069,2010-10-28,Norway,Stickers for Less,Kerneler Dark Mode,1045.0
27070,2010-10-28,Norway,Premium Sticker Mart,Holographic Goose,380.0
27071,2010-10-28,Norway,Premium Sticker Mart,Kaggle,2913.0
27072,2010-10-28,Norway,Premium Sticker Mart,Kaggle Tiers,2090.0
27073,2010-10-28,Norway,Premium Sticker Mart,Kerneler,1618.0
27074,2010-10-28,Norway,Premium Sticker Mart,Kerneler Dark Mode,1182.0
27075,2010-10-28,Singapore,Discount Stickers,Holographic Goose,87.0
27076,2010-10-28,Singapore,Discount Stickers,Kaggle,654.0
27077,2010-10-28,Singapore,Discount Stickers,Kaggle Tiers,484.0
27078,2010-10-28,Singapore,Discount Stickers,Kerneler,334.0
27079,2010-10-28,Singapore,Discount Stickers,Kerneler Dark Mode,269.0
27080,2010-10-28,Singapore,Stickers for Less,Holographic Goose,180.0
27081,2010-10-28,Singapore,Stickers for Less,Kaggle,1179.0
27082,2010-10-28,Singapore,Stickers for Less,Kaggle Tiers,1012.0
27083,2010-10-28,Singapore,Stickers for Less,Kerneler,739.0
27084,2010-10-28,Singapore,Stickers for Less,Kerneler Dark Mode,612.0
27085,2010-10-28,Singapore,Premium Sticker Mart,Holographic Goose,220.0
27086,2010-10-28,Singapore,Premium Sticker Mart,Kaggle,1489.0
27087,2010-10-28,Singapore,Premium Sticker Mart,Kaggle Tiers,1106.0
27088,2010-10-28,Singapore,Premium Sticker Mart,Kerneler,827.0
27089,2010-10-28,Singapore,Premium Sticker Mart,Kerneler Dark Mode,637.0
27090,2010-10-29,Canada,Discount Stickers,Holographic Goose,
27091,2010-10-29,Canada,Discount Stickers,Kaggle,666.0
27092,2010-10-29,Canada,Discount Stickers,Kaggle Tiers,527.0
27093,2010-10-29,Canada,Discount Stickers,Kerneler,356.0
27094,2010-10-29,Canada,Discount Stickers,Kerneler Dark Mode,299.0
27095,2010-10-29,Canada,Stickers for Less,Holographic Goose,
27096,2010-10-29,Canada,Stickers for Less,Kaggle,1427.0
27097,2010-10-29,Canada,Stickers for Less,Kaggle Tiers,1157.0
27098,2010-10-29,Canada,Stickers for Less,Kerneler,660.0
27099,2010-10-29,Canada,Stickers for Less,Kerneler Dark Mode,562.0
27100,2010-10-29,Canada,Premium Sticker Mart,Holographic Goose,244.0
27101,2010-10-29,Canada,Premium Sticker Mart,Kaggle,1617.0
27102,2010-10-29,Canada,Premium Sticker Mart,Kaggle Tiers,1278.0
27103,2010-10-29,Canada,Premium Sticker Mart,Kerneler,837.0
27104,2010-10-29,Canada,Premium Sticker Mart,Kerneler Dark Mode,679.0
27105,2010-10-29,Finland,Discount Stickers,Holographic Goose,105.0
27106,2010-10-29,Finland,Discount Stickers,Kaggle,648.0
27107,2010-10-29,Finland,Discount Stickers,Kaggle Tiers,526.0
27108,2010-10-29,Finland,Discount Stickers,Kerneler,356.0
27109,2010-10-29,Finland,Discount Stickers,Kerneler Dark Mode,302.0
27110,2010-10-29,Finland,Stickers for Less,Holographic Goose,184.0
27111,2010-10-29,Finland,Stickers for Less,Kaggle,1225.0
27112,2010-10-29,Finland,Stickers for Less,Kaggle Tiers,1040.0
27113,2010-10-29,Finland,Stickers for Less,Kerneler,675.0
27114,2010-10-29,Finland,Stickers for Less,Kerneler Dark Mode,628.0
27115,2010-10-29,Finland,Premium Sticker Mart,Holographic Goose,225.0
27116,2010-10-29,Finland,Premium Sticker Mart,Kaggle,1577.0
27117,2010-10-29,Finland,Premium Sticker Mart,Kaggle Tiers,1234.0
27118,2010-10-29,Finland,Premium Sticker Mart,Kerneler,766.0
27119,2010-10-29,Finland,Premium Sticker Mart,Kerneler Dark Mode,735.0
27120,2010-10-29,Italy,Discount Stickers,Holographic Goose,83.0
27121,2010-10-29,Italy,Discount Stickers,Kaggle,567.0
27122,2010-10-29,Italy,Discount Stickers,Kaggle Tiers,417.0
27123,2010-10-29,Italy,Discount Stickers,Kerneler,261.0
27124,2010-10-29,Italy,Discount Stickers,Kerneler Dark Mode,205.0
27125,2010-10-29,Italy,Stickers for Less,Holographic Goose,163.0
27126,2010-10-29,Italy,Stickers for Less,Kaggle,1053.0
27127,2010-10-29,Italy,Stickers for Less,Kaggle Tiers,861.0
27128,2010-10-29,Italy,Stickers for Less,Kerneler,581.0
27129,2010-10-29,Italy,Stickers for Less,Kerneler Dark Mode,416.0
27130,2010-10-29,Italy,Premium Sticker Mart,Holographic Goose,182.0
27131,2010-10-29,Italy,Premium Sticker Mart,Kaggle,1246.0
27132,2010-10-29,Italy,Premium Sticker Mart,Kaggle Tiers,916.0
27133,2010-10-29,Italy,Premium Sticker Mart,Kerneler,613.0
27134,2010-10-29,Italy,Premium Sticker Mart,Kerneler Dark Mode,582.0
27135,2010-10-29,Kenya,Discount Stickers,Holographic Goose,
27136,2010-10-29,Kenya,Discount Stickers,Kaggle,13.0
27137,2010-10-29,Kenya,Discount Stickers,Kaggle Tiers,10.0
27138,2010-10-29,Kenya,Discount Stickers,Kerneler,7.0
27139,2010-10-29,Kenya,Discount Stickers,Kerneler Dark Mode,5.0
27140,2010-10-29,Kenya,Stickers for Less,Holographic Goose,
27141,2010-10-29,Kenya,Stickers for Less,Kaggle,29.0
27142,2010-10-29,Kenya,Stickers for Less,Kaggle Tiers,20.0
27143,2010-10-29,Kenya,Stickers for Less,Kerneler,16.0
27144,2010-10-29,Kenya,Stickers for Less,Kerneler Dark Mode,11.0
27145,2010-10-29,Kenya,Premium Sticker Mart,Holographic Goose,
27146,2010-10-29,Kenya,Premium Sticker Mart,Kaggle,35.0
27147,2010-10-29,Kenya,Premium Sticker Mart,Kaggle Tiers,26.0
27148,2010-10-29,Kenya,Premium Sticker Mart,Kerneler,17.0
27149,2010-10-29,Kenya,Premium Sticker Mart,Kerneler Dark Mode,14.0
27150,2010-10-29,Norway,Discount Stickers,Holographic Goose,190.0
27151,2010-10-29,Norway,Discount Stickers,Kaggle,1166.0
27152,2010-10-29,Norway,Discount Stickers,Kaggle Tiers,1001.0
27153,2010-10-29,Norway,Discount Stickers,Kerneler,686.0
27154,2010-10-29,Norway,Discount Stickers,Kerneler Dark Mode,515.0
27155,2010-10-29,Norway,Stickers for Less,Holographic Goose,348.0
27156,2010-10-29,Norway,Stickers for Less,Kaggle,2657.0
27157,2010-10-29,Norway,Stickers for Less,Kaggle Tiers,2098.0
27158,2010-10-29,Norway,Stickers for Less,Kerneler,1296.0
27159,2010-10-29,Norway,Stickers for Less,Kerneler Dark Mode,1197.0
27160,2010-10-29,Norway,Premium Sticker Mart,Holographic Goose,488.0
27161,2010-10-29,Norway,Premium Sticker Mart,Kaggle,2827.0
27162,2010-10-29,Norway,Premium Sticker Mart,Kaggle Tiers,2459.0
27163,2010-10-29,Norway,Premium Sticker Mart,Kerneler,1538.0
27164,2010-10-29,Norway,Premium Sticker Mart,Kerneler Dark Mode,1323.0
27165,2010-10-29,Singapore,Discount Stickers,Holographic Goose,100.0
27166,2010-10-29,Singapore,Discount Stickers,Kaggle,657.0
27167,2010-10-29,Singapore,Discount Stickers,Kaggle Tiers,528.0
27168,2010-10-29,Singapore,Discount Stickers,Kerneler,350.0
27169,2010-10-29,Singapore,Discount Stickers,Kerneler Dark Mode,294.0
27170,2010-10-29,Singapore,Stickers for Less,Holographic Goose,206.0
27171,2010-10-29,Singapore,Stickers for Less,Kaggle,1368.0
27172,2010-10-29,Singapore,Stickers for Less,Kaggle Tiers,1049.0
27173,2010-10-29,Singapore,Stickers for Less,Kerneler,768.0
27174,2010-10-29,Singapore,Stickers for Less,Kerneler Dark Mode,645.0
27175,2010-10-29,Singapore,Premium Sticker Mart,Holographic Goose,245.0
27176,2010-10-29,Singapore,Premium Sticker Mart,Kaggle,1630.0
27177,2010-10-29,Singapore,Premium Sticker Mart,Kaggle Tiers,1203.0
27178,2010-10-29,Singapore,Premium Sticker Mart,Kerneler,878.0
27179,2010-10-29,Singapore,Premium Sticker Mart,Kerneler Dark Mode,698.0
27180,2010-10-30,Canada,Discount Stickers,Holographic Goose,
27181,2010-10-30,Canada,Discount Stickers,Kaggle,739.0
27182,2010-10-30,Canada,Discount Stickers,Kaggle Tiers,562.0
27183,2010-10-30,Canada,Discount Stickers,Kerneler,352.0
27184,2010-10-30,Canada,Discount Stickers,Kerneler Dark Mode,276.0
27185,2010-10-30,Canada,Stickers for Less,Holographic Goose,227.0
27186,2010-10-30,Canada,Stickers for Less,Kaggle,1462.0
27187,2010-10-30,Canada,Stickers for Less,Kaggle Tiers,983.0
27188,2010-10-30,Canada,Stickers for Less,Kerneler,775.0
27189,2010-10-30,Canada,Stickers for Less,Kerneler Dark Mode,541.0
27190,2010-10-30,Canada,Premium Sticker Mart,Holographic Goose,277.0
27191,2010-10-30,Canada,Premium Sticker Mart,Kaggle,1788.0
27192,2010-10-30,Canada,Premium Sticker Mart,Kaggle Tiers,1403.0
27193,2010-10-30,Canada,Premium Sticker Mart,Kerneler,888.0
27194,2010-10-30,Canada,Premium Sticker Mart,Kerneler Dark Mode,719.0
27195,2010-10-30,Finland,Discount Stickers,Holographic Goose,102.0
27196,2010-10-30,Finland,Discount Stickers,Kaggle,716.0
27197,2010-10-30,Finland,Discount Stickers,Kaggle Tiers,555.0
27198,2010-10-30,Finland,Discount Stickers,Kerneler,367.0
27199,2010-10-30,Finland,Discount Stickers,Kerneler Dark Mode,319.0
27200,2010-10-30,Finland,Stickers for Less,Holographic Goose,222.0
27201,2010-10-30,Finland,Stickers for Less,Kaggle,1224.0
27202,2010-10-30,Finland,Stickers for Less,Kaggle Tiers,1205.0
27203,2010-10-30,Finland,Stickers for Less,Kerneler,725.0
27204,2010-10-30,Finland,Stickers for Less,Kerneler Dark Mode,633.0
27205,2010-10-30,Finland,Premium Sticker Mart,Holographic Goose,275.0
27206,2010-10-30,Finland,Premium Sticker Mart,Kaggle,1714.0
27207,2010-10-30,Finland,Premium Sticker Mart,Kaggle Tiers,1273.0
27208,2010-10-30,Finland,Premium Sticker Mart,Kerneler,842.0
27209,2010-10-30,Finland,Premium Sticker Mart,Kerneler Dark Mode,755.0
27210,2010-10-30,Italy,Discount Stickers,Holographic Goose,79.0
27211,2010-10-30,Italy,Discount Stickers,Kaggle,573.0
27212,2010-10-30,Italy,Discount Stickers,Kaggle Tiers,416.0
27213,2010-10-30,Italy,Discount Stickers,Kerneler,274.0
27214,2010-10-30,Italy,Discount Stickers,Kerneler Dark Mode,251.0
27215,2010-10-30,Italy,Stickers for Less,Holographic Goose,161.0
27216,2010-10-30,Italy,Stickers for Less,Kaggle,1145.0
27217,2010-10-30,Italy,Stickers for Less,Kaggle Tiers,927.0
27218,2010-10-30,Italy,Stickers for Less,Kerneler,597.0
27219,2010-10-30,Italy,Stickers for Less,Kerneler Dark Mode,494.0
27220,2010-10-30,Italy,Premium Sticker Mart,Holographic Goose,208.0
27221,2010-10-30,Italy,Premium Sticker Mart,Kaggle,1293.0
27222,2010-10-30,Italy,Premium Sticker Mart,Kaggle Tiers,961.0
27223,2010-10-30,Italy,Premium Sticker Mart,Kerneler,673.0
27224,2010-10-30,Italy,Premium Sticker Mart,Kerneler Dark Mode,507.0
27225,2010-10-30,Kenya,Discount Stickers,Holographic Goose,
27226,2010-10-30,Kenya,Discount Stickers,Kaggle,14.0
27227,2010-10-30,Kenya,Discount Stickers,Kaggle Tiers,11.0
27228,2010-10-30,Kenya,Discount Stickers,Kerneler,7.0
27229,2010-10-30,Kenya,Discount Stickers,Kerneler Dark Mode,6.0
27230,2010-10-30,Kenya,Stickers for Less,Holographic Goose,
27231,2010-10-30,Kenya,Stickers for Less,Kaggle,26.0
27232,2010-10-30,Kenya,Stickers for Less,Kaggle Tiers,22.0
27233,2010-10-30,Kenya,Stickers for Less,Kerneler,15.0
27234,2010-10-30,Kenya,Stickers for Less,Kerneler Dark Mode,13.0
27235,2010-10-30,Kenya,Premium Sticker Mart,Holographic Goose,5.0
27236,2010-10-30,Kenya,Premium Sticker Mart,Kaggle,35.0
27237,2010-10-30,Kenya,Premium Sticker Mart,Kaggle Tiers,26.0
27238,2010-10-30,Kenya,Premium Sticker Mart,Kerneler,18.0
27239,2010-10-30,Kenya,Premium Sticker Mart,Kerneler Dark Mode,14.0
27240,2010-10-30,Norway,Discount Stickers,Holographic Goose,203.0
27241,2010-10-30,Norway,Discount Stickers,Kaggle,1343.0
27242,2010-10-30,Norway,Discount Stickers,Kaggle Tiers,1119.0
27243,2010-10-30,Norway,Discount Stickers,Kerneler,648.0
27244,2010-10-30,Norway,Discount Stickers,Kerneler Dark Mode,565.0
27245,2010-10-30,Norway,Stickers for Less,Holographic Goose,429.0
27246,2010-10-30,Norway,Stickers for Less,Kaggle,2862.0
27247,2010-10-30,Norway,Stickers for Less,Kaggle Tiers,2145.0
27248,2010-10-30,Norway,Stickers for Less,Kerneler,1313.0
27249,2010-10-30,Norway,Stickers for Less,Kerneler Dark Mode,1300.0
27250,2010-10-30,Norway,Premium Sticker Mart,Holographic Goose,453.0
27251,2010-10-30,Norway,Premium Sticker Mart,Kaggle,3293.0
27252,2010-10-30,Norway,Premium Sticker Mart,Kaggle Tiers,2519.0
27253,2010-10-30,Norway,Premium Sticker Mart,Kerneler,1564.0
27254,2010-10-30,Norway,Premium Sticker Mart,Kerneler Dark Mode,1397.0
27255,2010-10-30,Singapore,Discount Stickers,Holographic Goose,101.0
27256,2010-10-30,Singapore,Discount Stickers,Kaggle,721.0
27257,2010-10-30,Singapore,Discount Stickers,Kaggle Tiers,533.0
27258,2010-10-30,Singapore,Discount Stickers,Kerneler,383.0
27259,2010-10-30,Singapore,Discount Stickers,Kerneler Dark Mode,294.0
27260,2010-10-30,Singapore,Stickers for Less,Holographic Goose,222.0
27261,2010-10-30,Singapore,Stickers for Less,Kaggle,1605.0
27262,2010-10-30,Singapore,Stickers for Less,Kaggle Tiers,1051.0
27263,2010-10-30,Singapore,Stickers for Less,Kerneler,717.0
27264,2010-10-30,Singapore,Stickers for Less,Kerneler Dark Mode,651.0
27265,2010-10-30,Singapore,Premium Sticker Mart,Holographic Goose,293.0
27266,2010-10-30,Singapore,Premium Sticker Mart,Kaggle,1761.0
27267,2010-10-30,Singapore,Premium Sticker Mart,Kaggle Tiers,1295.0
27268,2010-10-30,Singapore,Premium Sticker Mart,Kerneler,948.0
27269,2010-10-30,Singapore,Premium Sticker Mart,Kerneler Dark Mode,785.0
27270,2010-10-31,Canada,Discount Stickers,Holographic Goose,
27271,2010-10-31,Canada,Discount Stickers,Kaggle,828.0
27272,2010-10-31,Canada,Discount Stickers,Kaggle Tiers,626.0
27273,2010-10-31,Canada,Discount Stickers,Kerneler,454.0
27274,2010-10-31,Canada,Discount Stickers,Kerneler Dark Mode,354.0
27275,2010-10-31,Canada,Stickers for Less,Holographic Goose,266.0
27276,2010-10-31,Canada,Stickers for Less,Kaggle,1689.0
27277,2010-10-31,Canada,Stickers for Less,Kaggle Tiers,1316.0
27278,2010-10-31,Canada,Stickers for Less,Kerneler,761.0
27279,2010-10-31,Canada,Stickers for Less,Kerneler Dark Mode,674.0
27280,2010-10-31,Canada,Premium Sticker Mart,Holographic Goose,294.0
27281,2010-10-31,Canada,Premium Sticker Mart,Kaggle,1846.0
27282,2010-10-31,Canada,Premium Sticker Mart,Kaggle Tiers,1555.0
27283,2010-10-31,Canada,Premium Sticker Mart,Kerneler,975.0
27284,2010-10-31,Canada,Premium Sticker Mart,Kerneler Dark Mode,838.0
27285,2010-10-31,Finland,Discount Stickers,Holographic Goose,115.0
27286,2010-10-31,Finland,Discount Stickers,Kaggle,742.0
27287,2010-10-31,Finland,Discount Stickers,Kaggle Tiers,556.0
27288,2010-10-31,Finland,Discount Stickers,Kerneler,429.0
27289,2010-10-31,Finland,Discount Stickers,Kerneler Dark Mode,343.0
27290,2010-10-31,Finland,Stickers for Less,Holographic Goose,225.0
27291,2010-10-31,Finland,Stickers for Less,Kaggle,1617.0
27292,2010-10-31,Finland,Stickers for Less,Kaggle Tiers,1158.0
27293,2010-10-31,Finland,Stickers for Less,Kerneler,782.0
27294,2010-10-31,Finland,Stickers for Less,Kerneler Dark Mode,684.0
27295,2010-10-31,Finland,Premium Sticker Mart,Holographic Goose,274.0
27296,2010-10-31,Finland,Premium Sticker Mart,Kaggle,1708.0
27297,2010-10-31,Finland,Premium Sticker Mart,Kaggle Tiers,1470.0
27298,2010-10-31,Finland,Premium Sticker Mart,Kerneler,924.0
27299,2010-10-31,Finland,Premium Sticker Mart,Kerneler Dark Mode,809.0
27300,2010-10-31,Italy,Discount Stickers,Holographic Goose,96.0
